sector,DATE COMMITTED,GRANTEE,AMOUNT COMMITTED,percentage
health,2017.0,Development Initiatives Poverty Research Ltd,656425.0,0.02
health,2017.0,Research Institute of the McGill University Health Centre,652488.0,0.02
health,2017.0,University of Bristol,641121.0,0.02
education,2017.0,Le Monde,633929.0,0.41
growth,2017.0,Dasra,624000.0,0.1
health,2017.0,FIOCRUZ,617100.0,0.02
education,2017.0,"Teachers College, Columbia University",612500.0,0.4
growth,2017.0,92nd Street Y,605130.0,0.09
health,2017.0,Foundation for the National Institutes of Health (FNIH),602859.0,0.02
health,2017.0,Janssen Pharmaceutica NV,600971.0,0.02
growth,2017.0,China Agricultural University,600000.0,0.09
growth,2017.0,"Leadership Conference Education Fund, Inc.",600000.0,0.09
others,2017.0,International Center for Not for Profit Law Inc.,600000.0,0.53
others,2017.0,International Rescue Committee,600000.0,0.53
others,2017.0,Washington Global Health Alliance,600000.0,0.53
health,2017.0,Yale University,599681.0,0.02
education,2017.0,International Bank for Reconstruction and Development,599642.0,0.39
health,2017.0,Fondation Merieux,596880.0,0.02
health,2017.0,WASH Institute,590961.0,0.02
health,2017.0,Valid International,589160.0,0.02
health,2017.0,Aids Fonds,578584.0,0.02
education,2017.0,Independent Colleges of Washington,577742.0,0.38
health,2017.0,Cordaid,576631.0,0.02
growth,2017.0,Seattle Foundation,575000.0,0.09
equality,2017.0,"Center for Study of Science, Technology and Policy",574943.0,1.04
growth,2017.0,China Development Research Foundation,550550.0,0.09
education,2017.0,Education Writers Association,550000.0,0.36
others,2017.0,"Catholic Relief Services, Inc.",550000.0,0.48
health,2017.0,"Recursion Pharmaceuticals, Inc.",546106.0,0.01
growth,2017.0,Fundacion Capital,546020.0,0.09
education,2017.0,Asian Development Bank Institute,544347.0,0.35
health,2017.0,The Research Institute at Nationwide Childrens Hospital,544303.0,0.01
growth,2017.0,United Nations Development Programme,540000.0,0.08
health,2017.0,EOOS,536497.0,0.01
health,2017.0,The Chicago Council on Global Affairs,534493.0,0.01
growth,2017.0,Sage Bionetworks,534092.0,0.08
health,2017.0,Fondation EurActiv Politech,529771.0,0.01
health,2017.0,"The Art of Discovery, SL",525610.0,0.01
growth,2017.0,CEPT University,525411.0,0.08
growth,2017.0,"Resourced, Inc.",524665.0,0.08
health,2017.0,Aceso Global,503826.0,0.01
health,2017.0,Health Research Inc,502036.0,0.01
education,2017.0,FareStart,500000.0,0.32
education,2017.0,Opportunity Institute,500000.0,0.32
health,2017.0,Nasarawa State Primary Healthcare Development Agency (NAPHDA),500000.0,0.01
health,2017.0,National University of Singapore,500000.0,0.01
others,2017.0,"Save the Children Federation, Inc.",500000.0,0.44
others,2017.0,Tennessee State Collaborative on Reforming Education,500000.0,0.44
education,2017.0,Delta Research & Educational Foundation,499861.0,0.32
education,2017.0,"The National Military Family Association, Inc.",499602.0,0.32
health,2017.0,Faculty of Capacity Development,498592.0,0.01
health,2017.0,"Avenir Health, Inc.",490353.0,0.01
health,2017.0,James Cook University,484939.0,0.01
health,2017.0,eHealth4everyone,474222.0,0.01
growth,2017.0,Cascade Public Media,450000.0,0.07
health,2017.0,Africa Check C.I.C.,445760.0,0.01
equality,2017.0,Purdue University,443189.0,0.8
growth,2017.0,DIE,438375.0,0.07
growth,2017.0,EdelGive Foundation,430784.0,0.07
growth,2017.0,Lugar Center,427124.0,0.07
education,2017.0,Lugar Center,427048.0,0.28
growth,2017.0,The New Humanitarian,412138.0,0.06
others,2017.0,Landesa Rural Development Institute,410000.0,0.36
health,2017.0,Loop Medical SA,406616.0,0.01
others,2017.0,William D. Ruckelshaus Center Foundation,401500.0,0.35
equality,2017.0,UNIVERSITY OF CHICAGO,400716.0,0.72
education,2017.0,Shanghai Institutes for International Studies,400000.0,0.26
health,2017.0,Foundation Munich Security Conference,400000.0,0.01
health,2017.0,"Vital Strategies, Inc.",400000.0,0.01
others,2017.0,International Development Law Organization,400000.0,0.35
others,2017.0,Legal Foundation of Washington,400000.0,0.35
others,2017.0,Loyola University of Chicago,400000.0,0.35
others,2017.0,Start Early,400000.0,0.35
others,2017.0,The World Justice Project,400000.0,0.35
others,2017.0,World Vision,400000.0,0.35
growth,2017.0,African Agricultural Technology Foundation,399918.0,0.06
education,2017.0,Malta Medicines Authority,381867.0,0.25
growth,2017.0,WASTE,375570.0,0.06
health,2017.0,Phyton Biotech GmbH,375199.0,0.01
education,2017.0,Centre for Development Economics,373420.0,0.24
education,2017.0,Accord Network,373066.0,0.24
education,2017.0,Princeton University,369759.0,0.24
health,2017.0,Lankenau Institute for Medical Research,363340.0,0.01
health,2017.0,The Hebrew University of Jerusalem,362786.0,0.01
health,2017.0,Texas Biomedical Research Institute,356656.0,0.01
health,2017.0,Washington State University,355736.0,0.01
education,2017.0,Ark,350000.0,0.23
others,2017.0,Philanthropy Roundtable,350000.0,0.31
health,2017.0,Palladium International LLC,349980.0,0.01
education,2017.0,Foundation for the Seattle Colleges,349800.0,0.23
health,2017.0,University of Pittsburgh,349564.0,0.01
growth,2017.0,PATH,345000.0,0.05
health,2017.0,TB Proof,345000.0,0.01
growth,2017.0,GSMA Mobile for Development Foundation Inc.,340304.0,0.05
health,2017.0,Community Water and Sanitation Agency,339133.0,0.01
growth,2017.0,"Body Surface Translations, Inc.",327850.0,0.05
growth,2017.0,Made In Africa Initiative Limited,326000.0,0.05
health,2017.0,University of Calgary,320729.0,0.01
health,2017.0,World Vision,318873.0,0.01
education,2017.0,University of Oxford,313691.0,0.2
health,2017.0,HJF Medical Research International Inc.,308817.0,0.01
health,2017.0,NG Biotech,302918.0,0.01
education,2017.0,Council for a Strong America,300000.0,0.19
growth,2017.0,CCPIT Academy Limited Company,300000.0,0.05
growth,2017.0,China Technology Investment & Trade Asset Management (Beijing) Co. Ltd.,300000.0,0.05
growth,2017.0,Renmin University of China Education Foundation,300000.0,0.05
growth,2017.0,University of International Business and Economics,300000.0,0.05
health,2017.0,Health Systems Global,300000.0,0.01
health,2017.0,Stichting European Journalism Centre,299625.0,0.01
health,2017.0,Malaria Consortium,298366.0,0.01
health,2017.0,Baylor College of Medicine,295299.0,0.01
education,2017.0,"Hudson Institute, Inc.",294368.0,0.19
health,2017.0,World Health Organization Regional Office for Africa,294036.0,0.01
health,2017.0,Brandeis University,290900.0,0.01
education,2017.0,African Library & Information Associations & Institutions,287247.0,0.19
health,2017.0,Colorado State University,283182.0,0.01
others,2017.0,Initiative for Global Development,275000.0,0.24
health,2017.0,Africa Health Research Institute NPC,274511.0,0.01
education,2017.0,Tankesmien Agenda,264136.0,0.17
equality,2017.0,International Centre for Biosaline Agriculture,256367.0,0.46
education,2017.0,"Center for Investigative Reporting, Inc.",253300.0,0.16
education,2017.0,"United Negro College Fund, Inc.",250000.0,0.16
growth,2017.0,African Development Solutions (Adeso),250000.0,0.04
health,2017.0,Nuclear Threat Initiative,250000.0,0.01
others,2017.0,2018 Special Olympics USA Games,250000.0,0.22
others,2017.0,United Nations Foundation,250000.0,0.22
growth,2017.0,21/64 Inc.,249884.0,0.04
education,2017.0,FIOCRUZ,249480.0,0.16
health,2017.0,Merck KGaA,247370.0,0.01
health,2017.0,Innovations for Poverty Action,240097.0,0.01
health,2017.0,"University of Georgia Research Foundation, Inc.",235450.0,0.01
health,2017.0,World Resources Institute,230000.0,0.01
health,2017.0,Samagra Waste Management Private Limited,226452.0,0.01
education,2017.0,Made In Africa Initiative Limited,219920.0,0.14
health,2017.0,Queen's University  at Kingston,209913.0,0.01
others,2017.0,Wellspring Family Services,200500.0,0.18
education,2017.0,Katholieke Universiteit Leuven,200000.0,0.13
education,2017.0,Pew Charitable Trusts,200000.0,0.13
education,2017.0,"The Expectations Project, Inc.",200000.0,0.13
health,2017.0,Purdue University,200000.0,0.01
health,2017.0,VillageReach,200000.0,0.01
others,2017.0,Boys & Girls Clubs of South Puget Sound,200000.0,0.18
others,2017.0,Food Lifeline,200000.0,0.18
others,2017.0,National Public Education Support Fund,200000.0,0.18
others,2017.0,PEAK Grantmaking,200000.0,0.18
others,2017.0,Ryther,200000.0,0.18
growth,2017.0,Global Utmaning,199996.0,0.03
education,2017.0,Johns Hopkins Center for Communication Programs,198858.0,0.13
education,2017.0,"United Nations Educational, Scientific, and Cultural Organization Institute for Statistics",195187.0,0.13
health,2017.0,Pasteur Institute,191565.0,0.01
growth,2017.0,The Nigerian Economic Summit Group,186828.0,0.03
health,2017.0,The George Institute for Global Health,182001.0,0.0
education,2017.0,Washington Student Achievement Council,180000.0,0.12
equality,2017.0,Seattle Center Foundation,179400.0,0.32
health,2017.0,Swiss Tropical & Public Health Institute,177870.0,0.0
health,2017.0,Burnet Institute,175481.0,0.0
equality,2017.0,Women Thrive Worldwide,173107.0,0.31
health,2017.0,International Society for Infectious Diseases Inc,159890.0,0.0
others,2017.0,ROOTS Young Adult Shelter,155500.0,0.14
education,2017.0,"50CAN, Inc.",150000.0,0.1
education,2017.0,"Alpha Phi Alpha Fraternity, Inc.",150000.0,0.1
growth,2017.0,Trustees of Indiana University,150000.0,0.02
health,2017.0,Aeras,150000.0,0.0
health,2017.0,Beijing Guokr Interactive Technology Media Co. Ltd,150000.0,0.0
health,2017.0,"International Health Exchange and Cooperation Center, National Health and Family Planning Commission of People's Republic of China",150000.0,0.0
health,2017.0,The Norwegian Forum for Development and Environment,150000.0,0.0
health,2017.0,University of Washington,150000.0,0.0
others,2017.0,Milken Institute,150000.0,0.13
others,2017.0,Southwest Youth and Family Services,150000.0,0.13
education,2017.0,"United Nations Educational, Scientific, and Cultural Organization",149930.0,0.1
health,2017.0,University of Liverpool,144197.0,0.0
health,2017.0,Chatham House,136700.0,0.0
health,2017.0,Centers for Disease Control and Prevention,136477.0,0.0
health,2017.0,Microbiome Health Research Institute,135476.0,0.0
health,2017.0,Water Sector Trust Fund,130822.0,0.0
health,2017.0,New York Blood Center,130009.0,0.0
education,2017.0,Society for Vector Ecology,127898.0,0.08
growth,2017.0,Edward Charles Foundation,125000.0,0.02
health,2017.0,Global Development Incubator,125000.0,0.0
health,2017.0,"National AIDS Control Program; Ministry of Health, Community Development, Gender, Elderly and Children",124545.0,0.0
health,2017.0,African Academy of Sciences,123291.0,0.0
growth,2017.0,Britain-Nepal Medical Trust,120000.0,0.02
others,2017.0,Coalition for Global Prosperity,120000.0,0.11
health,2017.0,Julius Clinical Research B.V.,113300.0,0.0
health,2017.0,Immunethep,100823.0,0.0
education,2017.0,Harvard University,100000.0,0.06
education,2017.0,"International Center for Journalists, Inc.",100000.0,0.06
education,2017.0,Medical History Pictures Inc,100000.0,0.06
education,2017.0,WhereBy.Us Enterprises Inc.,100000.0,0.06
growth,2017.0,Seattle Girls' School,100000.0,0.02
growth,2017.0,The Small Enterprise Education and Promotion Network,100000.0,0.02
health,2017.0,African Field Epidemiology Network,100000.0,0.0
health,2017.0,Ann & Robert H. Lurie Children's Hospital of Chicago,100000.0,0.0
health,2017.0,Arthify Inc.,100000.0,0.0
health,2017.0,BEMPU Technologies,100000.0,0.0
health,2017.0,Boston University,100000.0,0.0
health,2017.0,Bushenyi Integrated Rural Development (BIRD),100000.0,0.0
health,2017.0,Calibr,100000.0,0.0
health,2017.0,Camber Collective LLC,100000.0,0.0
health,2017.0,Cemicamp - Centro de Pesquisas em Saúde Reprodutiva de Campinas,100000.0,0.0
health,2017.0,"Cohen Veterans Bioscience, Inc",100000.0,0.0
health,2017.0,D-tree International,100000.0,0.0
health,2017.0,Denominator Group,100000.0,0.0
health,2017.0,Dimagi Inc.,100000.0,0.0
health,2017.0,Field Epidemiology Society of Kenya,100000.0,0.0
health,2017.0,GOAL,100000.0,0.0
health,2017.0,Girl Effect,100000.0,0.0
health,2017.0,"Hemalytics, LLC",100000.0,0.0
health,2017.0,ImmuniMed Inc,100000.0,0.0
health,2017.0,Immunity Charm Foundation,100000.0,0.0
health,2017.0,Indian Institute of Science,100000.0,0.0
health,2017.0,Indian Institute of Technology Hyderabad,100000.0,0.0
health,2017.0,Institut de Recherche pour le Développement,100000.0,0.0
health,2017.0,Janitri Innovations Private Limited,100000.0,0.0
health,2017.0,Jomo Kenyatta University of Agriculture and Technology,100000.0,0.0
health,2017.0,Kasha Global Inc.,100000.0,0.0
health,2017.0,Lifespan Healthcare Resource Ltd,100000.0,0.0
health,2017.0,Maisha ICT Technologies PLC,100000.0,0.0
health,2017.0,"Maisha Meds, Inc.",100000.0,0.0
health,2017.0,"Medtronic, Inc.",100000.0,0.0
health,2017.0,Ona Systems Inc.,100000.0,0.0
health,2017.0,Pace University,100000.0,0.0
health,2017.0,"Pendulum Systems, Inc.",100000.0,0.0
health,2017.0,"Ringstones Consulting International, Inc.",100000.0,0.0
health,2017.0,Rx-360,100000.0,0.0
health,2017.0,Sinostream AB,100000.0,0.0
health,2017.0,Stellenbosch University,100000.0,0.0
health,2017.0,Stichting Akvo,100000.0,0.0
health,2017.0,Sydani Initiative for International Development,100000.0,0.0
health,2017.0,The CBCI Society for Medical Education,100000.0,0.0
health,2017.0,The University of Southampton,100000.0,0.0
health,2017.0,The University of Tokyo,100000.0,0.0
health,2017.0,"Universidade de São Paulo, Faculdade de Saúde Pública",100000.0,0.0
health,2017.0,University of Adelaide,100000.0,0.0
health,2017.0,University of Ibadan,100000.0,0.0
health,2017.0,University of Illinois at Urbana-Champaign,100000.0,0.0
health,2017.0,University of Minnesota,100000.0,0.0
health,2017.0,University of South Australia,100000.0,0.0
health,2017.0,University of Utah,100000.0,0.0
health,2017.0,"Vayu, Inc.",100000.0,0.0
health,2017.0,Women Friendly Initiative,100000.0,0.0
others,2017.0,Association of Small Foundations,100000.0,0.09
others,2017.0,Development Research and Projects Centre,100000.0,0.09
others,2017.0,Northwest African American Museum,100000.0,0.09
others,2017.0,The Seattle Globalist,100000.0,0.09
health,2017.0,"University of Maryland, Baltimore",99999.0,0.0
health,2017.0,"Engineering Conferences International, Inc.",99990.0,0.0
health,2017.0,Akonni Biosystems,99868.0,0.0
health,2017.0,African Union Development Agency - New Partnership for Africa’s Development,99855.0,0.0
health,2017.0,Liverpool School of Tropical Medicine,99700.0,0.0
health,2017.0,National University of Ireland Galway,99467.0,0.0
health,2017.0,China CDC,99204.0,0.0
health,2017.0,Ohio State University,97680.0,0.0
health,2017.0,University of Strathclyde,96702.0,0.0
growth,2017.0,Peking University,95647.0,0.01
growth,2017.0,FJC,95000.0,0.01
health,2017.0,"SystemOne, LLC",90245.0,0.0
health,2017.0,Integrated Nano-Technologies,89514.0,0.0
health,2017.0,Griffith University,88254.0,0.0
health,2017.0,King's College London,80611.0,0.0
health,2017.0,GE2P2 Global Foundation,78750.0,0.0
health,2017.0,Fogarty International Center,76577.0,0.0
others,2017.0,Media Impact Funders,74986.0,0.07
health,2017.0,Karolinska Institutet,70000.0,0.0
growth,2017.0,DCVMN International,65500.0,0.01
education,2017.0,Rhodes University,59980.0,0.04
health,2017.0,"Center for Open Science, Inc.",58000.0,0.0
health,2017.0,Université libre de Bruxelles,57431.0,0.0
health,2017.0,European Scientific Working Group on Influenza,55900.0,0.0
education,2017.0,Children's Hospital & Research Center at Oakland,52983.0,0.03
growth,2017.0,Nankai University,52500.0,0.01
health,2017.0,Stichting Joep Lange Institute for Global Health and Development,52290.0,0.0
health,2017.0,Foundation for Control of HIV Drug Resistance,51001.0,0.0
health,2017.0,Public Health Foundation of India,50370.0,0.0
education,2017.0,CDC Foundation,50000.0,0.03
education,2017.0,Marine Corps Scholarship Foundation Inc,50000.0,0.03
education,2017.0,"Society for Mucosal Immunology, Inc.",50000.0,0.03
equality,2017.0,Womens World Banking,50000.0,0.09
health,2017.0,Alveo Technologies,50000.0,0.0
health,2017.0,Ontera Inc.,50000.0,0.0
health,2017.0,Paratus Diagnostics,50000.0,0.0
health,2017.0,The Royal Institution for the Advancement of Learning/McGill University,50000.0,0.0
others,2017.0,"Center for Effective Philanthropy, Inc.",50000.0,0.04
others,2017.0,Fundación Educación para el Empleo,50000.0,0.04
education,2017.0,World Health Organization,49999.0,0.03
health,2017.0,Vanderbilt University,49999.0,0.0
health,2017.0,International Health Economics Association,49977.0,0.0
others,2017.0,Peking University,49969.0,0.04
health,2017.0,Tangen Biosciences,49864.0,0.0
health,2017.0,Claremont BioSolutions,49826.0,0.0
health,2017.0,International Alliance for Biological Standardization,49770.0,0.0
education,2017.0,Forward Global,48875.0,0.03
